instrument_key,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,option_type,exchange
BSE_EQ|INE0REI15019,975134,910DXX29,DXXXI2391019929PTC,5000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE0REI15027,975135,962DXX29A,DXXI2396219929PTC,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE0REK15015,975136,875STSIX28,STS23IX875181028PTC,510952.15,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE018E08169,958840,899SCPSL29,SCPSL89912629PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE999H07090,975138,7LKCPL24,LKCPL7151024PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE0J3407035,975139,NNPCPZC28,NNPCPLZC41028PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE572J07638,975140,1075SSFL25,SSFL107522925PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE572J07646,975141,1075SSF25A,SSFL107524325PVT,100500.68,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE522D07CD6,975142,880MFL25,MFL88029925PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE522D07CE4,975143,865MNFL25,MNFL86528325PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE916U08020,975144,845SFL25,SFL84561025PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE916U08012,975145,845SFL26,SFL84561026PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE916U08046,975146,845SFL25A,SFL8454425PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE916U08038,975147,845SFL26A,SFL8456426PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE443L08164,975148,10BML26,BML1031326PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE0POA08014,975149,PSLPLZC29,PSLPLZC27329PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE140R07181,975150,1010CIFC26,CIFCPL1010101026PVT,83333,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE939X07093,975151,1260MFL25A,MFL1260101025PVT,70833.31,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE752E08718,975152,770PGCIL33,PGCIL770121033PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE202E08136,975153,775IREDA33,IREDA775121033PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE836B07782,975154,11SCNL26,SCNL11130126PVT,99000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE916DA7SK5,975155,810KMPL26,KMPL81010426PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE0RI615017,975157,14AGAB25,AGAB1413525PTC,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE296A07SQ1,975158,8BFL28,BFL8171028PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE213A08024,959881,64ONGC31,ONGC6411431PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE0BUS07AJ6,975160,817IML25,IML817XIRR19125PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE526R07017,975161,1310SHFL27,SHFL131019427PVT,85714.3,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE07HK07619,975162,980KSPL24,KSPL980211024PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE07HK07627,975163,984KSPL25,KSPL200125PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE787H08071,975164,769IIFC38,IIFCL769261038PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE090W07626,975165,1171LFL25,LFL11711725PVT,97992,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE090W07600,975166,1069LFL25,LFL1069XIRR251025PVT,75000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE975F07IO5,975168,82185KMI26,KMIL82185271126PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE0NF908021,975169,PCPLZC28,PCPLZC16428PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE514Q07296,975170,1350PFSP27,PFSPL1350301027PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE891K08166,975171,825AFL33,AFL828281033PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE090W07618,975172,1195LFL26,LFL1195301026PVT,83333.34,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE07HK07635,975173,1019KSPL24,KSPL1019201124PVT,65250,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE071G07611,975174,796IHFCL25,IHFCL79628325PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE537P07737,975175,810IIL35,IIL810311035PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE831R07409,975176,813ABHF28,ABHFL81311128PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE0RS015018,975177,88ST28,ST8825828PTC,1,,,0.01,100000,EQUITY,,BSE_EQ
BSE_EQ|INE0RS015026,975178,911ST28,ST91125828PTC,0.97,,,0.01,100000,EQUITY,,BSE_EQ
BSE_EQ|INE836B07790,975179,13SCNL26,SCNL1311926PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE062A08405,975180,781SBI38,SBI78121138PVT,1.00E+07,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE0PFA07014,975181,1295SIFP28,SIFPL129521128PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE01A207146,975182,8860JFHL26,JFHL88606301026PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE08Z607083,975183,990VFIPL25,VFTPL99031125PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE153A08170,975184,78MTNL33A,MTNL7871133PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE836B07808,975185,1090SCNL25,SCNTL109028325PVT,98972.04,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE514Q07304,975187,1330PFSP26,PFSPL133081126PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE523H07CA1,975188,8995JMFP26,JMFPL8999581226PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE124N07671,975189,925SKFL26,SKFL92581126PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE020B08EP3,975190,777REC26,RL77730926PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE614X07431,938041,DLSL25A,DLSL160525NCD,1170,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE670K07232,975192,9MDL26,MDL961126PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE002A07809,975193,779RIL33,RIL779101133PVT,50000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE140R08106,975194,975CIFCP25,CIFCPL975101125PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE916DA7SL3,975195,809KMPL26,KMPL80991126PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE0RVR15014,975196,875ST28,STN23II87517328PTC,0.89,,,0.01,10000000,EQUITY,,BSE_EQ
BSE_EQ|INE101Q07AN4,975197,10MMFL25,MMFL10101125PVT,81000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE583D07398,975198,1UCL25,UCL110525PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE975F07IP2,975199,81929KMI27,KMIL8192928127PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE523H07CB9,975200,892JMFPL26,JMFPL892161126PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE735X08051,975201,10GGIAL43,GGIAL1027943PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE420C07056,975202,995PDLL26,PDL995161126PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE614X07456,938043,1049DLS25A,DLSL1049160525NCD,995.15,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE0RXA15016,975204,1003WB25,WB210031525PTC,7088.68,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE071G07629,975205,8IHFCL25,IHFCL831725PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE03W108023,975206,1075ARKA29,AFL107517529PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE601U08192,973027,955TMFPERA,TMFL955PERP,1042000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE891K07895,975208,810AFL28,AFL81071128PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE516Y07485,975209,PCHFTBIL25,PCHFL3TBILLSPREAD21225PV,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE903F08185,975210,5GMRAL26,GMRAL5221126PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE681R08059,975211,1075NBPL25,NBSPL107522525PVT,100950,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE721A07RT4,975212,880SFL33,SFL880221133PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE721A07RS6,975213,890SFL28,SFL890221128PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE053F08338,975214,768IRFC26,IRFC768241126PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE836B07816,975215,1090SCN25A,SCNL109023525PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE965R07348,975216,96GDPL26,GDPL96012326PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE965R07330,975217,960GDL26,GDPL96011626PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE020B08ES7,975218,780REC26,RECL78030526PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE020B08ER9,975219,771REC33A,RECL771301133PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE296Q07043,975220,1315MFL25,MFL1315231125PVT,87500,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE020B08EI8,974757,751REC26,RECL75131726PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE0NES07071,975222,1160KFL25,KFSL1160281125PVT,86255.33,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE605Y07130,975223,990AUXI26,AFPL990291126PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE432R07406,975224,925SHFL33,SHFL925281133PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE0RV815016,975225,1250AYO27,AYO1250231127PTC,91750,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE134E08MU9,975226,77PFCL33,PFCL770301133PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE101Q07AI4,938047,850MMFL24,MMFL85022524NCD,990,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE012I07066,975228,907JFSL25,JFSL90730525PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE982X08091,975229,1420SML29,SML142030429PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE028U08040,975230,JCL301123,JCL300626PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE146O08241,975231,940HLFL31,HLFL94030131PVT,103378.14,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE028A08307,975232,768BOB33,BOB76811233PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE0I1C07029,975233,12ARPL27,ARPL1230427PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE0J7Q07231,975234,774DDL38,DDL77441238PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE515Q08242,975235,1225AFPL29,AFPL12257929PVT,103921,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE348L08108,975236,1075MFSL29,MFSL10758729PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE08XP07175,975237,1150AKAR25,ACAPL115028225PVT,79992,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE787H08089,975238,767IIFCL38,IIFCL76781238PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE101Q07AJ2,938049,MMFL24,MMFL22524NCD,1152.5,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE0S9015015,975240,975VAJRA29,V003T97520429PTC,1.00E+07,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE020B08ET5,975241,779REC25,RECL779291125PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE020B08EU3,975242,767REC38,RECL767301138PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE682V08166,975243,12JHL13625,JHL1213625PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE0SAI15015,975244,880STNIV29,STNIV880201129PTC,1,,,0.01,100000,EQUITY,,BSE_EQ
BSE_EQ|INE128S07606,975246,950FSBFL26,FSBFL950121226PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE134E08MV7,975247,769PFCL38,PFCL769151238PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE053F08346,975248,767IRFC33,IRFC767151233PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE916DA7SM1,975249,820KMPL28,KMPL820151228PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE756I08249,975250,85HFSLPER,HFSL85PERPETUALPVT,1.00E+07,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE420C07064,975251,995PDL33,PDL995151233PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE572J07653,975252,1011SSFL25,SSFL1011181225PVT,98366,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE146O07490,975253,880HLFL26,HLFL880181226PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE815R07022,975254,DSRPLZC26,DSRPLZC15122026PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE040A08AJ4,975255,771HDFCB33,HDFCBL771201233PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE903F08193,975256,5GMRAL26A,GMRAL5231126PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE651A08041,953153,840SBOI25,SBOI840311225PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE721A07RU2,975258,925SFL25,SFL925191225PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE721A07RV0,975259,923SFL27,SFL92318527PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE261F08EE8,975260,765NABAR34,NABARD76528434PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE028A08315,975261,775BOB33,BOB775211233PVT,1.00E+07,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE0KUG08027,975262,765NBFID38,NBFID765221238PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE756I08256,975263,840HDBFS33,HDBFSL221233PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE549K07DB6,975264,975MFL28,MFL975211228PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE202E08144,975265,768IREDA33,IREDAL768221233PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE07J407014,975266,1750WEPL28,WEPL30928PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE658F08086,975267,895KIIFB27,KIIFB895221227PVT,100855.87,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE658F08128,975268,895KIIFB28,KIIFB895221228PVT,98000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE658F08110,975269,895KIIFB29,KIIFB895211229PVT,101027.05,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE658F08102,975270,895KIIFB30,KIIFB895201230PVT,100660.25,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE658F08144,975271,895KIIFB32,KIIFB895221232PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE658F08136,975272,895KIIFB33,KIIFB895221233PVT,100450,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE658F08094,975273,895KIIFB31,KIIFB895221231PVT,101002.6,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE435D07094,975274,MCIL25A,MCIL26725PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE448U07216,975275,975VFPL27,VFPL97525627PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE094I07064,975276,KPDL221223,KPDL211233PVT,97014,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE01YL07235,975277,1175ESP25A,ESPLD1175261225PVT,100900,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE814O07485,975278,1255NEO25,NCPL125526825PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE296A07SR9,975279,81BFL27,BFL818127PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE612U08041,975280,13EFL29,EFL1328629PVT,100999,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE160A08290,975281,855PNBPER,PNB855PER31122999PVT,1.00E+07,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE296G07135,975282,10MCSL26,MCSL10281226PVT,101050,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE975F07IQ0,975283,824KMIL27,KMIL82427527PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE420C07072,975284,995PDL25,PDL99528625PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE366T08020,975285,145LMPF29,LMPL14528529PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE312X08026,975286,970MHGIC33,MHGICL970281233PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE0AY207046,975287,RSGPLMLD27,RSGPLRESET RATE5427PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE756I08264,975289,845HFSLPER,HFSL845PERPETUALPVT,1.00E+07,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE939X07101,975290,126MFL25,MFL126271225PVT,83333.32,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE891K07911,975291,83AFL25,AFL83261225PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE539K08245,975292,960HCFSL29,HCFSL96029629PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE321V11017,954442,IVEPLZC28,IVEPLZC19728PVT,100000,,,0.01,10,EQUITY,,BSE_EQ
BSE_EQ|INE01A207153,975294,JMFHRESE27,JMFHLLRESET RATE291227PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE721A07RW8,975295,SFLTBIL26,SFLTBILLSPREAD29426PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE0SLB15017,975296,955VT29,VT95520629PTC,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE0SLB15025,975297,995VT29,VT99520629PTC,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE401Y08025,975298,965HHFL38,HHFL965291238PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE0SDO15017,975299,1425TULI26,TG1223142528626PTC,86326,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE0SO515010,975300,1135TTDT26,TTDT113516526PTC,1,,,0.01,100000,EQUITY,,BSE_EQ
BSE_EQ|INE0SNU15013,975301,920PLUM27,PLUM92025527PTC,5142824.97,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE0S1Q07019,975302,19HWBPL25,HWBPL19301125PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE0SNS15017,975303,1015SBL27,SBLUMA101522527PTC,1,,,0.01,100000,EQUITY,,BSE_EQ
BSE_EQ|INE523H07CC7,975304,91JMFPL27,JMFPL914127PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE414G07EJ2,937023,975MFL24BB,MFL975271224NCD,1007.35,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE01ZK07KC5,975306,1050HFL27B,HFLTD105051027PVT,100252,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE01ZK07KD3,975307,1025HF26,HFLTD10255726PVT,100371,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE01ZK07KE1,975308,10HFL25,HFL105425PVT,100192,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE721A07RX6,975309,875SFL34,SFL8755134PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE0BWS08019,975310,840DIT26,DIT840181226CP,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE041007134,975311,817EOPR25,EOPR8175925REIT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE202E08151,975312,777IREDA27,IREDA77710527PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE742F07528,975313,870APSEZ29,APSEZ8709129PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE742F07536,975314,880APSEZ34,APSEZ8809134PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE752E08726,975315,765PGCIL34,PGCIL76511134PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE905Y07118,975316,820KIDF30,KIDF82030211130PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE916DA7SN9,975317,820KMPL27,KMPL82011127PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE836B07832,975318,1085SCNL26,SCNL108510726PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE891K08174,975319,838AFL34,AFL83811134PVT,103167,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE101Q07AO2,975320,10MMFL25A,MMFL10311225PVT,105262,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|IN0020060086,800178,828GOI2032,828GOI2032,104.55,,,0.05,1,EQUITY,,BSE_EQ
BSE_EQ|INE296A07SS7,975322,82BFL26,BFL8215126PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE812V08037,975323,793THDC34,THDCIL79316134PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE551U08017,975324,1150SFIS25,SFISPL115013125PVT,66666.68,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE020B08EW9,975325,771REC27,RECL77126227PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE020B08EV1,975326,764REC34,RECL76431134PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE348L07167,975327,860MASF25,MASF86016725PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE774D08MW0,975328,835MMFSL34,MMFSL83516134PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE420C07080,975329,995PDL34,PDL99517134PVT,100463,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE053F08353,975330,757IRFC29,IRFC75718429PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE00DJ07045,975331,1350TCL27,TCL135018127PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE0CKK07045,975332,2005SIPP27,SIPL200530627PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE0KXY07034,975333,834HIT27,HIT83418127INVIT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE377Y07441,975334,804BHFL27,BHFL80418127PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE414G07GL3,938065,MFLI25,MFL23625NCD,967.2,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE523L07AJ8,975336,NWILZC27,NWILZC18127PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE062A08413,975337,834SBIPERP,SBI834PERPETUALPVT,1.00E+07,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE615R07042,975338,1350TFL25,TFL135018725PVT,83333.33,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE721A07RY4,975339,915SFL29,SFL91519129PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE296A07ST5,975340,810BFL29,BFL81023129PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE950O07438,975341,845MRHF27,MRHFL84522127PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE163N08289,975342,829OPAL27,OPAL82925127PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE018E08342,975343,833SBICS34,SBICPSL83324134PVT,1.00E+07,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE604O07183,975344,980DFPL26,DMIFPL24726PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE028A08323,975345,757BOB24,BOB75725134PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE615R07067,975346,1340TCFL27,TCFL1340240127PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE414G07GM1,938067,MFLII27,MFL23627NCD,930.1,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE501X08081,975348,1160AFPL26,AFPL116024126PVT,87499,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE583D08040,975349,1025UCL26,UCL102518426PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE774D07VE1,975350,825MMFS27,MMFSL82525327NCD,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE235P07738,956427,82LTF32,LTF8231532PVT,2500000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE071G07637,975352,8061IHFL26,IHFC806125326PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE602A07020,975353,879PCBL29,PCBL87923129PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE0SYQ07015,975354,890ACIL29,ACIL89029129PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE831R07417,975355,8ABHF34,ABHFL831134PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE090W07667,975356,LENKAMLD26,LFL30126PVT,97693.62,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE01YL07250,975357,1150ESPL25,ESPL11505825PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
